username,comment,time,labeling,kategori
@aqxa_nadya,"""Mbak cadel yg bangga dengan cadelnya,, Harusnya sih kasihan karna cadel tapi lama"" jadi jijik kenapa gak sekalian bisu aja""",1-Jun-21,1,Bully Ringan
@lailmfdh,"""Uda pinter, cantik gak kebanyakan tingkah. Perfect""",22-Mar-21,0,Not Bully
@rullyans_ighoney,"""Hati-hati mody jangan keluar sendirian jaga-jaga serangan brutal rasisme, wajahmu sekilas mirip onnie2 korea. Tetap waspada""",22-Mar-21,0,Not Bully
@urbbnaya,"""Bikin konten Youtube daily activity di Stanford dong kak @maudyayunda""",22-Mar-21,0,Not Bully
@breath_ice2,"""Motivasi ku ka Maudy cantipp bngt""",22-Mar-21,0,Not Bully
@dwisetyaakns24af,"""Semoga kecerdasan Mbak Maudy bermanfaat bagi agama, nusa, dan bangsa.. Aamiin""",22-Mar-21,0,Not Bully
@ahmadnfsv,"""Damage nya cewek pinter gada lawann""",22-Mar-21,0,Not Bully
@ru_kiiaah98,"""cantikan waktu berisi dulu… sekarang kurus bgt, kurus begini auranya kurang""",19-Dec-20,1,Bully Ringan
@pptsptyn,"""cantik sih, tapi sayang kurus ya. padahl udah nikah lo, kurang bahagia sama pernikahannya?""",19-Dec-20,1,Bully Ringan
@drchristlesman,"""masih good vibes walaupun sedang lapar""",2-Apr-21,0,Not Bully
@ekaacahyaaa,"""kakak cantik bgt bismillah cerdasnya nular""",2-Apr-21,0,Not Bully
@riyan_w_p,"""Bego lu. Alam semesta dan seisinya pun serentak murka mendengarkan lagumu""",2-Jun-21,1,Bully Ringan
@melly_goeslaw,"""Dua2 nya cantik banget masya Allah""",5-Apr-21,0,Not Bully
@ykzlk_sk,"""ka nisa mirip ariana grande masa""",5-Apr-21,0,Not Bully
@musaasep_,"""Adiknya Kak Maudy, cantik, pinter, aura positifnya keluar, ramah, lemah lembut, rajin, sholeha""",5-Apr-21,0,Not Bully
@iswindarty_cici,"""Sekilas yg abu mirip ariana grande haha""",5-Apr-21,0,Not Bully
@wenddyfanny19,"""Yang satu nya mirip Ariana grande""",5-Apr-21,0,Not Bully
@sla_metwidodo1111,"""Kakak sama adek sama sama cantik ya aku suka sama dua duanya""",5-Apr-21,0,Not Bully
@nakhanadia12,"""Rambutnya kak modd bagussss… Item berkilauu""",5-Apr-21,0,Not Bully
@itsme_lila25,"""Cantik semua congrats kak masuk nominsi tc candler""",5-Apr-21,0,Not Bully
@chrysputami,"""Maudy enak bet dah cantik iya pinter iya""",5-Apr-21,0,Not Bully
@kendaknyolah,"""kukira dedeknya berdiri itu mau mukul bang jer pake ukulele… ternyata aku salah salah :""""",27-Feb-21,0,Not Bully
@oneuldo_orenji12,"""Bang jerome KLO nyanyinya kek gini bagus suaranya ganyangkaaa""",27-Feb-21,0,Not Bully
@weirdlifes_,"""Sutan kamu sangat lucu dan menggemaskan""",27-Feb-21,0,Not Bully
@misnasari26,"""Bang sering-sering dong buat vidio bareng sutan dia kayanya juga seneng sama bang jerome""",27-Feb-21,0,Not Bully
@cutmustikadela,"""Kalo @jeromepoline buat video tapi berdua aja seharian sama anak kecil, hahaha lucu juga gimana riwehnya""",27-Feb-21,0,Not Bully
@aldy_rhmd_,"""Muka lu kok cabul banget sih bg hahaha""",26-Apr-21,1,Bully Ringan
@donialviansaputraaa,"""Dari raut mukanya aja udah terlihat seperti org kalah judi dan tidak pernah makan enak""",26-Apr-21,1,Bully Ringan
@nurus_sobah_99,"""Kak jerome kayak boneka tau hahaha""",17-Feb-21,0,Not Bully
@gxjrx,"""Mukbang makanan sehat dong kak. Salad jepang gituuu.""",17-Feb-21,0,Not Bully
@itsme_inr,"""Yakinin dulu niatnya bg… Semoga sukses""",17-Feb-21,0,Not Bully
@nikenwidd_,"""Bang, aku nonton kamu setelah aku kerja di Jepang. Bermanfaat bgt kontennya jd gampang kalo mau nyari apa apa di Jepang""",17-Feb-21,0,Not Bully
@olla.azizah,"""Cuman rumus diet ini yg ga bisa dipecahkan ya bang?""",17-Feb-21,0,Not Bully
@can_kenzie_can,"""Perut makin maju tapi semangat jangan tak maju""",17-Feb-21,0,Not Bully
@depi1310,"""Pantesan kak Jessica bilang bang jerome beruang hahaha""",17-Feb-21,0,Not Bully
@lionessariexkunthi,"""Aduhh susah kalo urusan sama Jerome rumus matematika terus bahasannya… Apakah daya diriku yg lebih suka bhs Inggris drpd matematika""",7-Mar-21,0,Not Bully
@belumadajudullagi,"""Kaya tulus ya mukanya klo diliat2""",7-Mar-21,0,Not Bully
@_silnora05,"""Kak Jerome, bagi trik biar bisa paham dan ingat cepat rumus matematika, dung:)""",7-Mar-21,0,Not Bully
@wen_margareth,"""Baru x ini baca caption harus mikir dan pakai kalkulator cuyyy hahaha""",7-Mar-21,0,Not Bully
@ayomindan_15,"""Sumpah si kak, kemeja jeans bikin keliatan seger bgt mantap mantap""",15-Mar-21,0,Not Bully
@ini.ataaaa,"""Mirip sama aktor korea yg main di film reply 1988 yg jadi kaka nya jung hwan haha""",15-Mar-21,0,Not Bully
@michael.saputra2006,"""iya bang jer terlihat berbeda kalo pake style kayak gini lebih terlihat fresh anak gaul""",15-Mar-21,0,Not Bully
@be_l.aa,"""Kalo style ke gini pas gitu bang sama umur lu yg msh muda keliatan lbh fresh aja sesuai sama umur""",15-Mar-21,0,Not Bully
@riskyapp,"""Kok makin dewasa makin imutt aih cipaaaaaa""",6-May-20,0,Not Bully
@ryaamelliaa,"""maniss bangettt pengen dah punya senyuman manis kayak ka syifaaa""",6-May-20,0,Not Bully
@windasarimulyadi,"""Nih orang manis banget sihh ga ngerti lagi""",6-May-20,0,Not Bully
@isacgibran,"""Kakak pinter nyanyi ya @syifahadjureal, suaranya bagus kak""",6-May-20,0,Not Bully
@ichafiii,"""Gk salah kalo kak syifa cantik mamahnya aja cantik bgtt!! Jujurr""",24-May-20,0,Not Bully
@erdizairaputri,"""Lelaki yg mendapatkan km. Adalah lelaki yg beruntung.""",24-May-20,0,Not Bully
@raffajiah,"""Kamu mirip bgt ayahmu kalo adikmu mirip bgt mamamu""",24-May-20,0,Not Bully
@rahmaaaaliaaaaa,"""Kakak udah cantik sii, tapi cantikan lagi kalo pake hijab""",24-May-20,0,Not Bully
@anisaanis62,"""Gemeshh rasanya kaya aku pengen cubit""",9-Jun-20,0,Not Bully
@elizabethkezia4u,"""@angelkmgi ini paling cute sih, ganteng parah msh kecil jg""",9-Jun-20,0,Not Bully
@frdaanii24_,"""Pengen gw pacul mulut lo!! woii anjeng busuk""",3-Mar-21,1,Bully Ringan
@salsabilangin,"""Sering blg ke org2 artis cewek yg menurutku paling cantik syifa sama ziu""",10-Jun-20,0,Not Bully
@kylagluh,"""Ka cipa tu uda cantik, baik, manis bgt pula, manisnya tu ngelebihin gula""",10-Jun-20,0,Not Bully
@patmisrisupatmi501,"""Dilihat sekilas pun tampak jelas kalau cantikkan syifa""",10-Jun-20,0,Not Bully
@ike_wulandari01,"""Setuju ga sih? Si dia tetep cntik bgt meski ga pake make up… lah aku ga pake make up pucet bgt kyk ga makan setahunn""",17-Jun-20,0,Not Bully
@_biiibill,"""dahlahh emang cantik luar dalam kamu ini cippp""",17-Jun-20,0,Not Bully
@masanggaofficial,"""Muka cantik tanpa make up hini, bahagia bgt kali ya yg jadi suaminya, bisa liat bidadari setiap harinya.""",17-Jun-20,0,Not Bully
@fettyfuriyanireal96,"""Suka bgtt sm kak cipaa.. orangnya humble sm semua orang dan banyak temannya juga""",17-Jun-20,0,Not Bully
@itsme.imel__,"""Artis remaja di Indonesia yg manis bgt kalo senyum Cuma dia deh perasaan yg nempel di hati""",17-Jun-20,0,Not Bully
@dhivirandini,"""Aku doakan perempuan baik yg bernama Nagita selalu sehat, bahagia lahir batin, dan banyak yang sayang sm dia..""",31-May-21,0,Not Bully
@yuki_takesy,"""Rafathar nya mantull ni, pulang nggak jd nginep karna nggak ada temen mamanya di rmh papanya belum pulangg.. jd jagain dan temenin mama dulu ya aa""",31-May-21,0,Not Bully
@hypelook.store,"""kultur kerja kaya gini menurut gw bagus si ga kapitalis banget, petingginya juga ikut kerja misal ngevlog atau endors, semoga gaji juga ga senjang si haha""",31-May-21,0,Not Bully
@mawarmelati6,"""Pantas pada senang kerja di Rans.. mbak gigi nggak ngebossy..""",31-May-21,0,Not Bully
@um_ummah7,"""Seneng yaa lihat orang sukses meeting. Ya Allah pengen sukses kayak gitu biar ada status di instastory""",31-May-21,0,Not Bully
@etikawatianiek,"""smga semua kelg dan crew sehat semua.. dan rejeki trs lancar ya kak gigi..""",31-May-21,0,Not Bully
@kadospesialmu.id,"""Fokus ke nagita pas mau minum masih sempet baca doa. keren bgt hasil dari didikan orang tua nya""",31-May-21,0,Not Bully
@ciky_yy,"""Kasihan ya , Nagita punya suami kerjaannya berzinah terus""",31-May-21,1,Bully Ringan
@pipin_sumarini,"""Koreaable banget face rafathar cakep ganteng manis banget""",31-May-21,0,Not Bully
@sumiyati_yudi2,"""MasyaAllah Rafathar tambah besar makin tambah ganteng bgt gak kuat ngeliat alisnya…""",31-May-21,0,Not Bully
@ulfanadz,"""Kok mirip siwon ya lama2, apa perasaan gw aja.""",31-May-21,0,Not Bully
@inaciac7,"""Lucunya berasa kayak kaka dan adek""",29-May-21,0,Not Bully
@medianatambunan,"""Itu wajah nagita kya masih umur 20an""",29-May-21,0,Not Bully
@anita_sari1892,"""Foto no edit edit ya saayy kamera nyaa bening,,, model fotonya pun juga bening gak perlu pakai filter tipu tipu""",29-May-21,0,Not Bully
@riostryn,"""Look-nya Rafathar emang gak bisa dipungkiri, diborong gen mama gigi semua HAHA.""",29-May-21,0,Not Bully
@mraldiani,"""Nagita masa kaya anak muda coba cantikk bangeett""",29-May-21,0,Not Bully
@aprillia_raffa,"""Masyaallah mamanya cantik anaknya ganteng, perfect""",29-May-21,0,Not Bully
@azizah_rahman10,"""Kaya adek kakak.. kak gigi keliatan muda banget""",29-May-21,0,Not Bully
@andra_jnsyah_14,"""Tambah gede aja rafathar ya tambah pinter ya Rafathar""",29-May-21,0,Not Bully
@dewitatarias,"""Mama gigi kalau rambutnya agak pirang tambah cantik dan tampak lebih muda""",29-May-21,0,Not Bully
@ikakadamayanti,"""OOTD mama gigi simple tapi elegan dilihat nya, masyaallah""",31-May-21,0,Not Bully
@rainbowkidshop_,"""Masyaallah mamah gigi bening bet dah, sehat selalu mamah gigi dan keluarga""",31-May-21,0,Not Bully
@amaliapuspitasari20,"""mama gigi ketemu gajah. gajahnya seneng sampai ketawa gitu hahahaha.""",31-May-21,0,Not Bully
@nurainiikazulianaa,"""Ya allah ga tau knp ak suka setiap lihat nagita pake dress modelnya cakep cakep""",31-May-21,0,Not Bully
@limcu_n,"""i see beauty in everything mba gigi sehat selalu sama dede bayi nya""",31-May-21,0,Not Bully
@ens_gege,"""Mama gigi cantik banget… look younger than her age.. love mama gigi""",31-May-21,0,Not Bully
@deni_riski,"""Semoga adeknya rafathar menjadi anak yang tangguh kuat cerdas""",31-May-21,0,Not Bully
@desysr,"""Pakaian apapun yg dipake mama gigi selalu keceee""",31-May-21,0,Not Bully
@balizoo,"""Terima kasih kak Nagita @raffinagita1717 sudah support Molly si gajah dan satwa-satwa di Bali Zoo lainnya dengan kunjungannya bersama keluarga""",31-May-21,0,Not Bully
@titiwinarni91,"""Kaya nya gajahnya merasakan aura positif nya mba gigi itu… kelihatan sumringah jg gajahnya loo..""",31-May-21,0,Not Bully
@ratna_wahyuningrum28,"""Manis banget mbak gigi.. Masya Allah.. hamil semakin bersinar..""",31-May-21,0,Not Bully
@dedehfp,"""Mama gigi gapernah ga cantik sih kalo menurut aku.""",31-May-21,0,Not Bully
@muhammadmarselnur,"""Semoga sehat selalu bayi dalam kandungan nya sama ibunya ya.""",31-May-21,0,Not Bully
@novaaa_nmc,"""Cantik banget semoga sehat selalu kakak panutan""",9-May-21,0,Not Bully
@silvahumairasadeli,"""MasyaAllah selalu mempesona baik kaum adam maupun kaum hawa""",9-May-21,0,Not Bully
@dwiwarochmah,"""Gak ada orang lain yang bangun tidur siang secantik ini selain ka yaya""",9-May-21,0,Not Bully
@malikah_06,"""makin tua makin muda yehh mukanya, mana cantik bngett mo nangiss ampun cantik terus ka yaya""",9-May-21,0,Not Bully
@dwihadianti,"""Gapaham lagi cakeup nya natural Masyaallah""",9-May-21,0,Not Bully
@kroniktron,"""Raisa mah tipe cantik tapi sopan santun pakaiannya""",9-May-21,0,Not Bully
@rifdaahdr,"""ka yayaaa, why are you always stunning pretty girl.""",9-May-21,0,Not Bully
@donnnaaaa____,"""Ya Allah ni orang apa peri, cantik amatt""",30-Apr-21,0,Not Bully
@novidianprismaw,"""Kenapa cantik banget aku heran dilihat dari samping kanan kiri depan dll tetep aja cantik""",30-Apr-21,0,Not Bully
@audreyjizlia,"""BISA BERHENTI CAKEP GA KAKK? PUSINGGGG IH""",30-Apr-21,0,Not Bully
@aqidahhasrida,"""Cantik bajunya keren warnanya bikin pangling""",30-Apr-21,0,Not Bully
@tracytrinita,"""Sudah dongggg dan sudah di liked juga.. congratulations""",10-Apr-21,0,Not Bully
@hestipurwadinata,"""Udaaaahh nontonnnnn.. lagunya bajunya makeup dan hairdo nyaaa sukaakkkk""",10-Apr-21,0,Not Bully
@rzl_40,"""Raisa sekarang nggak monoton…. Jadi suka deh…. Sering2 kek gini….""",10-Apr-21,0,Not Bully
@anazd_k,"""udah dong. Lagi ngunyah aja cute banget""",10-Apr-21,0,Not Bully
@xmxexgxaxr,"""Penyihir secantik ini gue rela dikutuk jadi tokek laut""",10-Apr-21,0,Not Bully
@biannasution,"""Ya ampun kak makan apa sih kok bisa cantik banget""",10-Apr-21,0,Not Bully
@dhinie_jm,"""Ya allah kek anak yg msh batita kalo lg ngambek manyunnya begitu, gemes hahaha""",10-Apr-21,0,Not Bully
@ikaa6696,"""Aku udah. Dan sumpah bagus banget. Serasa liat cerita disney gitu""",10-Apr-21,0,Not Bully
@atharidho_,"""lu lebih gak sopan, mukak lu kayak babi!""",3-Mar-21,1,Bully Fatal
@ariessw,"""ya Allah kenapa begitu sempurna sih ciptaanmu yg satu ini""",17-Mar-21,0,Not Bully
@otiv_real,"""Ragu aja cantiknya udah kek gini, gmn kl yakin yak, cantiknya kek apa, heran""",17-Mar-21,0,Not Bully
@fahrirasihan,"""Bukan keliatan ragu, tapi keliatan cantik""",17-Mar-21,0,Not Bully
@sessy_abramsz,"""Warna yang paling bikin Raisa makin shinning itu merah, hitam, putih, pink and emerald""",17-Mar-21,0,Not Bully
@shintashanditya,"""Raisa pake baju merah sumpahh cantik bgttt""",17-Mar-21,0,Not Bully
@ocnalita,"""Liriknya pendek tp susah di hafal pas awal awal, begitu di puter beberapa kali eh kok candu banget""",17-Mar-21,0,Not Bully
@nissaginting,"""Demi apa, Kak Yaya gk pernah ngeRAGUin para pendengar lagu2 nya""",17-Mar-21,0,Not Bully
@ayyuintn,"""Ka yaya kalo ragu tetep secantik itu yah :"")""",17-Mar-21,0,Not Bully
@arsheilaa22,"""Ragu aja cantik kan kak, apalagi kalau serius""",17-Mar-21,0,Not Bully
@uswaaahs,"""Nggak alay. Nggak muluk muluk. Natural. Sukaaaa",28-Jul-20,0,Not Bully
@yolasinamo,"""seru bgt gemoy, tim berkebun plus tim alam bgt niiii""",28-Jul-20,0,Not Bully
@denisyundaa,"""nikmatnya bisa menghirup oksigen dengan bebas ya :)""",28-Jul-20,0,Not Bully
@dessysintia_,"""Slide kedua mukanya mau gaya apa aja tetep cantikk""",28-Jul-20,0,Not Bully
@rahmatikarsyita,"""mba isyana foto gelap2an gini aja aesthetic bgt ya""",28-Jul-20,0,Not Bully
@no_chuuuuu,"""mba isyana udah cantik suaranya bagus kompeten pula, ah sukaaaa""",15-Aug-20,0,Not Bully
@dinaeka33,"""Ga Taulah aku juga suka banget sama gayanya isyana""",15-Aug-20,0,Not Bully
@raskadipsy,"""Kangen nonton konser isyana secara lgsg, meskipun msh bisa virtual, Cuma experience-nya lebih dapat aja gitu""",15-Aug-20,0,Not Bully
@astri.yanti22491,"""Congrats ka @isyanasarasvati, terus berkarya, makin sukses… dan terus mnjd inpirasi kita semua…""",4-Apr-20,0,Not Bully
@hasana_usna,"""Congrats kak, kamu memang pantes mendapatkannya""",4-Apr-21,0,Not Bully
@kazuyaisaam,"""Saya berharap kak @isyanasarasvati panjang umur. Sehingga bisa jadi inspirasi untuk musisi seluruh Indonesia. Saya suka musik indonesia dengan adanya kak Isyana""",28-Sep-20,0,Not Bully
@adepraagoy,"""Udah cantik, rada gesrek tapi ya ini banyak kelebihannya, semangat tetap produktif""",28-Sep-20,0,Not Bully
@grapepush0a,"""Gatau lagi, serasa nonton wtf beneran di jkt meski virtual and thankyouu for the performance kak syan! Selalu keren dan pecah! Tak pernah sekalipun mengecewakan""",28-Sep-20,0,Not Bully
@mahrani29,"""Walaupun ga pernah lihat ka isyana live beneran di panggung. Tp aku terpesona bgt ama live virtual asli keren""",28-Sep-20,0,Not Bully
@bekkkyyyyy,"""yash we the fest even virtual tapi tetep keren bgt kak syann huaaa energi nya dpt bgt""",28-Sep-20,0,Not Bully
@isyanaku,"""Keren banget!!! walaupun sebentar tapi mantap abis! Ditunggu karya selanjutnya ya kak! Stay safe and healthy isyana ku""",28-Sep-20,0,Not Bully
@eitralala,"""makaseh jugaa kakaaa inyeeuuuu semoga aku bisa pantang menyerah seperti kakak dan teman musisi lainnya yaaa""",28-Sep-20,0,Not Bully
@isyanation.batam,"""Thank you juga, Syan! Seneng banget kemarin haha! Semoga setelah pandemi ini, semua rencana dilancarkan ya, Syan!""",28-Sep-20,0,Not Bully
@yolasinamo,"""hua seneng bgt kmrn walaupun Cuma 35 menitan tp seneng liat isyana, adaptasi kebiasaan baruku semoga bisa lebih teratur maemnya, ditunggu karya selanjutnya kaka""",28-Sep-20,0,Not Bully
@nikiwonoto,"""senang akhirnya indonesia bisa mempunyai musisi idealis berkualitas tinggi yg masih bisa terus berkarya & diapresiasi oleh banyak orang…""",20-Oct-20,0,Not Bully
@embunwibisono,"""Berharap bisa menghadirkan musisi dgn genre yang lain dr yg sudah ada di industri… biar musik Indonesia lebih berwarna""",20-Oct-20,0,Not Bully
@wardah_eka,"""congrats kak isyana semoga semua impian-impian baiknya segera bisa terwujud aamiin""",20-Oct-20,0,Not Bully
@nurul.hikmah396,"""Bener bener idola, dr musisi yang dipandang sebelah mata sampe buat label musik sendiri, congrats syan""",20-Oct-20,0,Not Bully
@syrobby_,"""CONGRATS KAK ISYAN semoga karya nya apa yg dilakukan kakak sukses teruss""",20-Oct-20,0,Not Bully
@erminah20,"""ORANG INI TERLIHAT SANGAT SANGAT STRES DAN GILA""",3-Mar-21,1,Bully Ringan
@sun.molorteam,"""Gua kalai jadi tuhan gaakan gua jadiin dia ini manusia, lebih pante ga hidup ini orang di dunia, akhlaknya gaada tolol bangsat""",3-Mar-21,1,Bully Fatal
@muyasashop,"""Biasa nya aq nangis kalo lagu nya seiihh, kalo sekarang nangis karna saking bagus nya lagu nya""",13-Feb-21,0,Not Bully
@amalia.oktafina,"""definisi minat ketemu bakat ketemu kerja keras""",13-Feb-21,0,Not Bully
@arfrakim,"""@vnagstn astaga si isyana keren banget ini; bisa ada musisi lokal yang selera musiknya kayak gini""",13-Feb-21,0,Not Bully
@nikedamyan,"""MashaAllah… udh cantik, pinter, jago nyanyi dan mainin alat musik pula neng @isyanasarasvati ngefans bener ini mah""",13-Feb-21,0,Not Bully
@mentariprajna,"""Gilaaaa.. gila.. gilaaaa Tangan, kaki, ekspresi, n emosi tertuang adi suatu karya yg fantastis""",13-Feb-21,0,Not Bully
@a.nadityaaa_,"""Gosh, tiap kali lihat isyana mainin alat musik kaya lihat jiwanya beda. Merinding gila. Kaya kepribadiannya jadi serius bangett""",13-Feb-21,0,Not Bully
@ana.dani,"""Sumpah demi allah bagus bangett kereennn merinding aku nya.. dengerin sampe abis tiba2 aja sampe netesin air mata""",13-Feb-21,0,Not Bully
@_sigesrek,"""aku memutuskan untuk menjadi fans isyana. gila keren banget ya, otak mereka berdua bisa berfungsi dg menjalankan perintah ke tangan dan kaki, di waktu bersamaan""",13-Feb-21,0,Not Bully
@safronlux.id,"""AMZING ISYANAA!! Jujur aku amazed banget dengan skill dan minat Isyana dalam bermusik. Ga Cuma bernyanyi tapi main alat musik pun jago banget""",13-Feb-21,0,Not Bully
@rikzikmuktyana,"""paling ngiri liat orang keren maen alat musik dan dalem banget nikmatin permainan sendiri""",13-Feb-21,0,Not Bully
@antoniusbennys,"""Sampe ga bisa berkata2 lagi buat isyana, sangat2 sempurna org ini""",13-Feb-21,0,Not Bully
@dikha.wirasathya,"""Inimah bukan main alat musik lagi. Olahraga jari dan kaki ini mah""",13-Feb-21,0,Not Bully
user 1,TOLOL!! Gak ada hubungan nya keguguran dgn pake hijab syar'i yg lo bilang bayi nya kepanasan didalem gak ada hubungan nya woyyyy!! Otak sama jempol lo gak singkron sih ya jadinya asal nulis komentar!,-,1,Bully Fatal
user 1,Geblek lo tata...cowo begitu dibela2in balikan...hadeww...ntar ditinggal lg nyalahin tuh cowo...padahal kitenya yg oon.,-,1,Bully Ringan
user 1,Kmrn termewek2 skr lengket lg duhhh kok labil bgt sih mbak kya abege ajah ato yg kmrn cari sensasi biar top markotoppp ertong gk berkualitas,-,1,Bully Ringan
user 1,"Intinya kalau kesel dengan ATT nya, gausah ke anaknya juga. Kasian buat perkembangan psikis anak kedepannya. Itu orang bener bener tolol, skrg seandainya dia punya anak, terus anaknya dikatain sama orang yang benci sama dia, gimana perasaan dia ? Benci sama seseorang boleh, tapi harus tau batesnya ?? toh namanya manusia, gaakan semua jadi penyuka, pasti ada haters ??",-,1,Bully Fatal
user 1,"hadewwwww permpuan itu lg!!!!sakit jiwa,knp harus dia yg jd peran utama di film hantu jeruk purut,ky kehabisan stok Artis aja",-,1,Bully Ringan
user 1,"Pantesan di tinggalin laki, ya lakinya juga mikir kali kalau perempuannya kayagni. Ngurus diri aja dia gak becus gimana ngurus anak, mending anak sama bapake nya aja bener didiknya",-,1,Bully Ringan
user 1,"kebiasaan balajaer nyampah di ig para artis..suka2 yg punya ig lah mau bikin caption apa,kok balajaer yg heboh dan asik ceramahin yg punya ig.tar lama2 di bikinin lagu sm teh melly loh balajaer yg berjudul""ketika balajaer bersabda""demi seonggak koin laknat nya.balajaer ngamuk berarti mengiyakan banget koin laknat nya jd penggoda di rt nya gigi.duh elah balajaer kami smua tau kale kelakuan biduan lo itu kek apa.minus segala2nya!lagi masih di bela mati2an,pd sakit jiwa",-,1,Bully Ringan
user 1,krn sebagian besar rakyat indonesia itu bodoh. Tdk bisa membedakan mana yg baik mana yg buruk. Sdh tau prilaku buruk tdk tau sopan santun itu yg dipilih jd panutan. Lebih mengidolakan yg murahan dr pd yg berkelas dan ber etika,-,1,Bully Fatal
user 1,ayu janda bego pny suami kpn nikah laginya?,-,1,Bully Ringan
user 1,"Anyiennnnggg.. Suaranya ancur banget, lebih merdu tukang gorengan",-,1,Bully Ringan
user 1,"Syarat sah nikah menurut agama islam hanya 5 yaitu : adanya CPP, adanya CPW, saksi, wali nikah dan mas kawin/mahar. Perkara makeup gak manglingi bukan syarat sah pernikahan. Sekalipun gak makeup tapi syarat yg 5 tersebut terpenuhi maka pernikahannya SAH yak emak emak julids",-,1,Bully Ringan
user 1,"Cewek gatau diri nih, ngerebut pacar org. Udh mana punya abang yg ngedukung sifat jeleknya lg. Ckck",-,1,Bully Ringan
user 2,eh... Situ siapa??? Kids jaman now ya kebanyakan micin.. Mana kata aku yg ngina??? Bego dipelihara??????,-,1,Bully Ringan
user 2,Jijik liatnya suer deh minceeee,-,1,Bully Ringan
user 2,"Emang bukan hal tabu ciuman gitu (iya emang) tapi yg bikin eneg itu ""PENCITRAAN"" nya yg sok alim sok baik sok bijak dan sok sok yg lainya. Seandainya dia lebih apa adanya itu lebih baik dari pada pencitraan. Bukan sok alim atau sok suci serius!",-,1,Bully Ringan
user 2,"Yg jd masalah disini adalah 1. mereka ciuman dpn org bnyk yg SEHARUSNYA sih punya rasa MALU, kecuali mgkn lg mabok jd gak ada rasa malu. 2. Mereka berteman?? Helooow sebuah pertemanan tdk akan melibatkan ciuman BIBIR, coba aja kalian bayangin, sanggup gak ciuman bibir ma TEMAN? pasti lbh dr teman lah itu. Dasar Kelakuan Kids jaman now yg emg bego, bukan krn kebanyakan micin lho yah ??",-,1,Bully Ringan
user 2,Anjing nya ngamuk..hidup kok dmana2 pny musuh..udah keliatan mana yg baik dan bukan..org baik ga pny byk musuh..,-,1,Bully Fatal
user 3,"ahhh katanya jaga ucapan, lahh ucapan dia ngk dijaga sendiri.. dasar munafik.. dasar betina zaman now ellu kali yangg kelebihan micin.. loe sendiri otak loe kan di selangkangan mana paham.. semoga Tuhan ampunin kemunafikan loe cun",-,1,Bully Fatal
user 4,"yaa ampun ini upil naruto,, kata2nya makin mencerminkan kalo dia yg sebenarnya pecun.????pengalaman banget lu yaa. Kesian. Gua jadi prihatin. Mati aja deh lu. Ngotorin dunia manusia macam kau.??",-,1,Bully Ringan
user 4,"Cuman jual goyangan yak, suara macam taik...",-,1,Bully Fatal
user 4,Kasian ih nyari uang sampe segitunya,-,1,Bully Ringan
user 4,anjir tontonan yg sangat tidak bermutu!,-,1,Bully Ringan
user 4,"Dulu inul goyang ngebor baju ketat dicekal. Hrs nya ini jg dg sengaja goyang dada mulu, suara ga seberapa. Mrsk moral anak muda yg nonton bawaannya nafsu aja nanti ????",-,1,Bully Ringan
user 4,Penyanyi dangdut yg ga berkelas begini nih... bukan'y nonjolin suara malah nonjolin dada,-,1,Bully Ringan
user 4,"Najis najis udah homo aja harusnya, org kaya gini di musnahkan dari muka bumi",-,1,Bully Ringan
user 4,"Haduuh ini orang gak punya akhlak bangeg, perasaan kerjaan berantem mulu, banyak musuhnya",-,1,Bully Ringan
user 4,Si lonte ini bkn sensasi ngajak ribut org mulu sampah,-,1,Bully Fatal
user 4,Kayak banci dah mirip nenek2 pny cucu . Mw di operasi di mua top ttp aja kalo asli nya ga cantik luar dlm..,-,1,Bully Ringan
user 4,Dan lebih bagus lagi kalo mingkem aja hahahahahaha jahatnya akuuu,-,1,Bully Ringan
user 4,Walaupun Oplas ATAU dipermak sekalipun tetep jelek. POKOKNYA MUKANYA TEGANG KEK BANCI. UDAH SEKIAN??,-,1,Bully Fatal
user 4,"Mending liat dek molen biarpun cowok tp cuantik, gak kaya ini cewe tp malah kayak bencong hahaha ??",-,1,Bully Ringan
user 4,bencong rombeng.menjijikan!!!gay jg.,-,1,Bully Ringan
user 4,"Orang gila itu ???? pengen HITZ cari tenar rela dipenjara? Cari sensasi settingan supaya beken sampe hina2 org,,, astagfirullah... Sekaya apa sih??? Org kaya mulut nya ky sampah,ga sekolah ya???",-,1,Bully Ringan
user 4,Cowok macam anjing cuihhh... Orang kaya tidak akan pernah berkoar gua orang yang ping kaya sedunia...karena semua orang juga tau kalo dia orang kaya... Orang kaya malahan berperilaku sebagai mana orang sederhana buat apa memamerkan kekayaan di dunia di akhirat mampus lu harta kagak akan di bawa mati yang pantes di buang ke laut itu lu orang yang paling anehhh,-,1,Bully Fatal
user 4,"cari sensasi supaya tenar, trus banya folowers nya. gak gt gt jg kalee... darar orang setres, ngomong aja masih belepotan gk jelas gt. kamfungan",-,1,Bully Ringan
user 4,ngomong aja belepotan banyak gaya lu bencong,-,1,Bully Ringan
user 4,Orang kebanyakAN makan TAIK ya gini!OTAKnya udah penuh sama TAIK jdi gak bisa berfikir positif!dari cara dia berbicara aja Gak BERMORAL!dasar kaum2 LAKNAT BANCI ANJING kbanyakan BURIT SIH LO jdi Stres!MANUSIA ogah JUMPA sama LO anjing!cuma ANJING yg mau ketemu sama LO taik!,-,1,Bully Fatal
